TransactionID,CustomerID,TransactionDate,TransactionValue,ProductCategory,PaymentMethod,CustomerGender,CustomerAgeGroup,Region
TRANS023027,CUST00299,6/28/2023,1050039,Electronics,Credit Card,Female,18-25,Yogyakarta
TRANS023028,CUST01904,6/27/2024,4940752,Electronics,Bank Transfer,Male,18-25,Yogyakarta
TRANS023029,CUST01950,1/9/2023,1740503,Beauty,Bank Transfer,Male,18-25,Bandung
TRANS023030,CUST00364,11/12/2023,785609,Electronics,Bank Transfer,Female,26-35,Denpasar
TRANS023031,CUST00607,9/13/2023,4365975,Fashion,E-Wallet,Male,18-25,Denpasar
TRANS023032,CUST01469,2/14/2024,3670190,Electronics,Credit Card,Female,36-50,Surabaya
TRANS023033,CUST00121,3/28/2024,2819774,Fashion,Bank Transfer,Female,36-50,Jakarta
TRANS023034,CUST01246,10/5/2023,4406062,Sport,Credit Card,Female,18-25,Medan
TRANS023035,CUST01113,12/18/2023,4221600,Fashion,Credit Card,Male,36-50,Jakarta
TRANS023036,CUST01699,6/23/2024,2879603,Sport,E-Wallet,Female,>50,Bandung
TRANS023037,CUST00824,5/31/2023,2384450,Beauty,Bank Transfer,Male,18-25,Surabaya
TRANS023038,CUST01750,8/1/2024,1362113,Beauty,E-Wallet,Male,36-50,Medan
TRANS023039,CUST01835,7/24/2024,3682949,Beauty,Credit Card,Female,26-35,Medan
TRANS023040,CUST01332,1/18/2023,3467297,Electronics,Credit Card,Female,36-50,Surabaya
TRANS023041,CUST00987,11/19/2024,953104,Electronics,Credit Card,Female,18-25,Jakarta
TRANS023042,CUST01719,12/4/2024,4854602,Beauty,Bank Transfer,Female,26-35,Surabaya
TRANS023043,CUST00577,8/4/2023,4988701,Sport,Credit Card,Male,>50,Denpasar
TRANS023044,CUST01511,7/3/2024,3418288,Sport,Credit Card,Female,26-35,Medan
TRANS023045,CUST00751,2/9/2024,2075024,Fashion,Credit Card,Male,26-35,Medan
TRANS023046,CUST01063,7/11/2024,4388444,Home,Credit Card,Female,26-35,Surabaya
TRANS023047,CUST01597,1/14/2023,3694750,Sport,Credit Card,Male,18-25,Yogyakarta
TRANS023048,CUST01828,10/21/2024,4519944,Beauty,E-Wallet,Female,26-35,Jakarta
TRANS023049,CUST01257,7/10/2024,2789534,Electronics,Credit Card,Male,26-35,Bandung
TRANS023050,CUST00101,12/4/2023,3980712,Beauty,E-Wallet,Male,>50,Surabaya
TRANS023051,CUST01488,5/11/2024,3853557,Electronics,E-Wallet,Female,18-25,Yogyakarta
TRANS023052,CUST01465,11/4/2023,319867,Home,E-Wallet,Female,18-25,Surabaya
TRANS023053,CUST00887,4/22/2024,2124274,Sport,E-Wallet,Female,26-35,Yogyakarta
TRANS023054,CUST00095,6/27/2024,2138374,Electronics,E-Wallet,Female,18-25,Surabaya
TRANS023055,CUST00566,10/23/2024,1232845,Beauty,Bank Transfer,Female,18-25,Surabaya
TRANS023056,CUST00067,9/4/2023,674206,Beauty,E-Wallet,Male,18-25,Medan
TRANS023057,CUST01330,6/30/2024,3917394,Home,Bank Transfer,Female,26-35,Jakarta
TRANS023058,CUST01198,10/20/2024,3520432,Home,Credit Card,Female,36-50,Bandung
TRANS023059,CUST01348,11/10/2023,4283880,Home,Bank Transfer,Male,18-25,Denpasar
TRANS023060,CUST00625,7/18/2024,2832552,Sport,Bank Transfer,Female,26-35,Jakarta
TRANS023061,CUST01838,7/11/2024,3258007,Home,E-Wallet,Male,18-25,Jakarta
TRANS023062,CUST00279,4/20/2024,2174723,Sport,Credit Card,Female,26-35,Yogyakarta
TRANS023063,CUST00427,3/22/2023,3107802,Home,Credit Card,Male,18-25,Jakarta
TRANS023064,CUST01183,4/10/2023,1775000,Beauty,E-Wallet,Female,26-35,Medan
TRANS023065,CUST01844,8/24/2023,1867238,Electronics,Bank Transfer,Female,26-35,Denpasar
TRANS023066,CUST01318,1/28/2024,2292576,Electronics,Bank Transfer,Female,18-25,Denpasar
TRANS023067,CUST00689,10/11/2024,1429315,Electronics,Bank Transfer,Female,26-35,Bandung
TRANS023068,CUST00207,2/16/2024,2915082,Fashion,E-Wallet,Male,18-25,Denpasar
TRANS023069,CUST01618,2/5/2023,1011556,Beauty,Credit Card,Female,36-50,Medan
TRANS023070,CUST00419,5/26/2023,488707,Beauty,E-Wallet,Female,18-25,Surabaya
TRANS023071,CUST00549,5/3/2024,3086643,Sport,Credit Card,Female,26-35,Bandung
TRANS023072,CUST01561,2/18/2024,3379428,Home,Credit Card,Male,26-35,Bandung
TRANS023073,CUST00497,6/6/2024,2411446,Electronics,Bank Transfer,Female,26-35,Denpasar
TRANS023074,CUST00795,8/5/2023,4764753,Sport,E-Wallet,Male,26-35,Denpasar
TRANS023075,CUST01415,5/25/2023,4298801,Fashion,Credit Card,Female,36-50,Yogyakarta
TRANS023076,CUST01979,1/4/2023,1639578,Home,E-Wallet,Female,18-25,Medan
TRANS023077,CUST00156,10/5/2023,3795984,Electronics,E-Wallet,Male,18-25,Jakarta
TRANS023078,CUST01662,12/23/2023,3123094,Sport,Bank Transfer,Female,26-35,Medan
TRANS023079,CUST00914,9/7/2023,4764173,Fashion,Bank Transfer,Male,>50,Yogyakarta
TRANS023080,CUST00964,3/6/2023,2872623,Beauty,E-Wallet,Male,>50,Denpasar
TRANS023081,CUST00918,9/4/2024,4626807,Beauty,Credit Card,Female,36-50,Denpasar
TRANS023082,CUST01090,1/19/2023,4693648,Beauty,Credit Card,Male,18-25,Denpasar
TRANS023083,CUST01895,1/5/2024,4135482,Electronics,E-Wallet,Female,36-50,Surabaya
TRANS023084,CUST00142,5/8/2023,4723849,Home,Credit Card,Male,26-35,Surabaya
TRANS023085,CUST01607,4/24/2023,1434308,Electronics,Credit Card,Male,36-50,Yogyakarta
TRANS023086,CUST01681,11/2/2023,4357589,Sport,Bank Transfer,Male,36-50,Medan
TRANS023087,CUST01657,6/23/2023,1067288,Fashion,E-Wallet,Female,26-35,Medan
TRANS023088,CUST00909,10/24/2023,4628457,Beauty,E-Wallet,Male,26-35,Yogyakarta
TRANS023089,CUST00634,6/6/2023,392013,Sport,Credit Card,Female,18-25,Yogyakarta
TRANS023090,CUST00693,5/4/2023,4627111,Beauty,Bank Transfer,Female,18-25,Bandung
TRANS023091,CUST01686,2/2/2023,4866086,Sport,Bank Transfer,Female,26-35,Denpasar
TRANS023092,CUST01161,1/23/2023,174813,Fashion,E-Wallet,Female,26-35,Bandung
TRANS023093,CUST00880,4/17/2024,2805787,Beauty,Bank Transfer,Male,18-25,Medan
TRANS023094,CUST01825,12/11/2023,4510050,Electronics,Bank Transfer,Female,18-25,Denpasar
TRANS023095,CUST00426,5/13/2024,4892549,Beauty,E-Wallet,Female,>50,Yogyakarta
TRANS023096,CUST01220,11/26/2023,90780,Beauty,Credit Card,Male,36-50,Medan
TRANS023097,CUST00865,4/16/2023,2268703,Home,Credit Card,Male,26-35,Medan
TRANS023098,CUST00900,6/13/2023,1824066,Beauty,Credit Card,Male,18-25,Bandung
TRANS023099,CUST01021,7/16/2024,3794603,Fashion,E-Wallet,Female,18-25,Bandung
TRANS023100,CUST01003,3/7/2023,103914,Fashion,E-Wallet,Female,18-25,Denpasar
TRANS023101,CUST00054,10/9/2024,987534,Home,Credit Card,Female,>50,Medan
TRANS023102,CUST01915,4/28/2024,2382343,Beauty,Bank Transfer,Male,>50,Bandung
TRANS023103,CUST00095,4/18/2023,2506755,Beauty,Bank Transfer,Female,18-25,Surabaya
TRANS023104,CUST01302,1/2/2023,1843315,Electronics,E-Wallet,Female,>50,Yogyakarta
TRANS023105,CUST01245,1/22/2023,3980634,Beauty,Credit Card,Female,36-50,Jakarta
TRANS023106,CUST00440,2/23/2024,598505,Beauty,Bank Transfer,Male,18-25,Jakarta
TRANS023107,CUST00332,10/9/2024,285402,Home,E-Wallet,Female,18-25,Denpasar
TRANS023108,CUST01040,5/18/2024,2312892,Home,Bank Transfer,Male,26-35,Denpasar
TRANS023109,CUST01866,9/11/2023,4486609,Beauty,E-Wallet,Female,26-35,Jakarta
TRANS023110,CUST00351,12/20/2023,4374024,Fashion,Credit Card,Female,26-35,Denpasar
TRANS023111,CUST00716,10/11/2024,3870855,Home,Bank Transfer,Female,18-25,Medan
TRANS023112,CUST00756,11/4/2023,3287129,Electronics,E-Wallet,Female,18-25,Denpasar
TRANS023113,CUST00664,6/28/2024,193321,Fashion,E-Wallet,Male,26-35,Medan
TRANS023114,CUST00597,8/29/2024,4541511,Home,Bank Transfer,Female,18-25,Denpasar
TRANS023115,CUST00959,1/17/2023,3277393,Electronics,Credit Card,Male,18-25,Medan
TRANS023116,CUST01141,6/12/2023,466125,Beauty,Credit Card,Female,26-35,Surabaya
TRANS023117,CUST01767,11/12/2024,1296390,Fashion,Bank Transfer,Female,26-35,Yogyakarta
TRANS023118,CUST00116,3/1/2023,4281626,Sport,Credit Card,Female,18-25,Denpasar
TRANS023119,CUST01799,5/5/2024,1936006,Home,Bank Transfer,Male,18-25,Medan
TRANS023120,CUST01084,7/18/2023,3636673,Sport,Credit Card,Female,26-35,Surabaya
TRANS023121,CUST00496,11/30/2024,2325746,Electronics,E-Wallet,Male,26-35,Medan
TRANS023122,CUST00915,6/30/2023,4712114,Home,Bank Transfer,Female,18-25,Jakarta
TRANS023123,CUST00647,5/5/2023,4391220,Electronics,E-Wallet,Female,>50,Bandung
TRANS023124,CUST00522,2/18/2023,3049849,Electronics,E-Wallet,Male,18-25,Bandung
TRANS023125,CUST01255,1/12/2024,3582591,Electronics,Credit Card,Female,26-35,Surabaya
TRANS023126,CUST01530,9/2/2024,1944941,Home,Credit Card,Female,26-35,Medan
TRANS023127,CUST01650,4/24/2024,2127332,Beauty,Bank Transfer,Female,>50,Jakarta
TRANS023128,CUST01821,4/22/2023,1659243,Home,Bank Transfer,Male,26-35,Denpasar
TRANS023129,CUST01004,4/22/2024,3610284,Beauty,Bank Transfer,Female,26-35,Bandung
TRANS023130,CUST01544,8/11/2023,4650534,Fashion,Bank Transfer,Male,26-35,Jakarta
TRANS023131,CUST01762,8/19/2023,4514213,Home,Bank Transfer,Female,36-50,Yogyakarta
TRANS023132,CUST01576,5/5/2023,3321423,Home,E-Wallet,Male,26-35,Bandung
TRANS023133,CUST01473,7/18/2023,3303890,Home,Bank Transfer,Female,26-35,Jakarta
TRANS023134,CUST00730,4/21/2023,2883367,Fashion,E-Wallet,Male,26-35,Jakarta
TRANS023135,CUST00845,12/4/2024,2257761,Home,Credit Card,Male,26-35,Medan
TRANS023136,CUST01580,4/3/2024,1521261,Sport,Bank Transfer,Female,26-35,Surabaya
TRANS023137,CUST01503,8/10/2024,4926016,Sport,Credit Card,Male,>50,Bandung
TRANS023138,CUST00102,1/24/2024,4850596,Beauty,Bank Transfer,Female,26-35,Bandung
TRANS023139,CUST01131,1/1/2023,211543,Fashion,E-Wallet,Female,36-50,Jakarta
TRANS023140,CUST00166,5/9/2023,1164047,Home,Credit Card,Female,>50,Medan
TRANS023141,CUST00843,4/24/2024,1953782,Sport,Bank Transfer,Male,>50,Yogyakarta
TRANS023142,CUST00422,1/31/2023,1461185,Home,Bank Transfer,Female,18-25,Medan
TRANS023143,CUST01346,11/25/2024,105558,Fashion,E-Wallet,Male,36-50,Jakarta
TRANS023144,CUST00473,3/28/2024,2055251,Home,E-Wallet,Male,>50,Bandung
TRANS023145,CUST01207,11/3/2023,694306,Home,Credit Card,Female,36-50,Yogyakarta
TRANS023146,CUST01835,7/8/2024,3426987,Electronics,Bank Transfer,Female,26-35,Medan
TRANS023147,CUST01542,10/22/2023,1092370,Electronics,Bank Transfer,Male,36-50,Surabaya
TRANS023148,CUST00199,12/28/2023,3617118,Fashion,E-Wallet,Female,26-35,Medan
TRANS023149,CUST00929,5/23/2023,2633821,Home,Credit Card,Female,36-50,Surabaya
TRANS023150,CUST00896,3/28/2023,815219,Sport,E-Wallet,Male,36-50,Surabaya
TRANS023151,CUST01752,11/7/2023,2151498,Home,E-Wallet,Male,>50,Jakarta
TRANS023152,CUST00347,11/19/2023,596314,Home,Credit Card,Female,26-35,Jakarta
TRANS023153,CUST01396,11/3/2023,2407893,Beauty,Credit Card,Female,>50,Jakarta
TRANS023154,CUST01614,9/3/2024,4939636,Electronics,E-Wallet,Male,36-50,Surabaya
TRANS023155,CUST00304,8/28/2024,70840,Electronics,Credit Card,Female,18-25,Medan
TRANS023156,CUST01591,1/11/2023,3221904,Beauty,Credit Card,Female,>50,Medan
TRANS023157,CUST01460,2/10/2023,1569077,Sport,Bank Transfer,Female,26-35,Medan
TRANS023158,CUST01637,5/23/2024,623048,Sport,E-Wallet,Male,>50,Surabaya
TRANS023159,CUST00608,2/11/2023,2294351,Fashion,Bank Transfer,Male,18-25,Jakarta
TRANS023160,CUST00245,3/14/2023,2404753,Home,Bank Transfer,Male,36-50,Jakarta
TRANS023161,CUST00997,3/10/2023,2503647,Home,E-Wallet,Female,18-25,Bandung
TRANS023162,CUST00077,8/2/2024,2057455,Home,E-Wallet,Female,18-25,Medan
TRANS023163,CUST01736,3/8/2023,1369344,Home,Bank Transfer,Female,26-35,Yogyakarta
TRANS023164,CUST01780,1/7/2023,693328,Fashion,Bank Transfer,Female,36-50,Medan
TRANS023165,CUST00594,2/10/2024,1331879,Beauty,E-Wallet,Male,26-35,Medan
TRANS023166,CUST00049,3/5/2023,4740810,Sport,E-Wallet,Female,26-35,Surabaya
TRANS023167,CUST00676,12/22/2023,201519,Beauty,Bank Transfer,Female,18-25,Yogyakarta
TRANS023168,CUST00343,3/29/2023,2659211,Beauty,E-Wallet,Male,18-25,Denpasar
TRANS023169,CUST01142,3/13/2024,3991559,Home,Credit Card,Male,>50,Surabaya
TRANS023170,CUST01280,8/4/2024,3989222,Fashion,Credit Card,Female,36-50,Surabaya
TRANS023171,CUST00779,6/27/2023,704441,Fashion,E-Wallet,Female,26-35,Bandung
TRANS023172,CUST01112,3/5/2024,204649,Sport,Bank Transfer,Male,18-25,Surabaya
TRANS023173,CUST01657,8/13/2023,3128789,Beauty,Credit Card,Female,26-35,Medan
TRANS023174,CUST00818,8/20/2024,3321493,Fashion,Credit Card,Male,18-25,Denpasar
TRANS023175,CUST01999,12/17/2023,2244358,Fashion,Credit Card,Male,26-35,Yogyakarta
TRANS023176,CUST00936,3/6/2023,3958976,Electronics,E-Wallet,Male,18-25,Medan
TRANS023177,CUST01565,9/27/2024,4225429,Electronics,Credit Card,Female,26-35,Surabaya
TRANS023178,CUST01044,1/9/2024,3424700,Sport,Credit Card,Female,26-35,Denpasar
TRANS023179,CUST01969,8/18/2023,2196245,Sport,E-Wallet,Male,26-35,Bandung
TRANS023180,CUST01557,6/7/2024,3188494,Electronics,Bank Transfer,Female,18-25,Jakarta
TRANS023181,CUST01455,6/5/2024,4210081,Fashion,Credit Card,Male,>50,Jakarta
TRANS023182,CUST00485,6/22/2023,4062850,Fashion,Bank Transfer,Female,26-35,Surabaya
TRANS023183,CUST00953,4/14/2023,334237,Sport,Bank Transfer,Male,36-50,Denpasar
TRANS023184,CUST00014,9/17/2024,50806,Electronics,Credit Card,Male,18-25,Medan
TRANS023185,CUST00310,8/13/2024,1463991,Electronics,Credit Card,Male,26-35,Surabaya
TRANS023186,CUST01470,11/23/2023,2502544,Sport,E-Wallet,Female,18-25,Surabaya
TRANS023187,CUST01592,3/11/2024,120441,Sport,Credit Card,Female,18-25,Denpasar
TRANS023188,CUST00643,12/11/2023,658645,Beauty,Bank Transfer,Male,36-50,Yogyakarta
TRANS023189,CUST01081,11/13/2024,4843033,Electronics,Bank Transfer,Female,36-50,Medan
TRANS023190,CUST01858,10/19/2023,639266,Beauty,Credit Card,Female,26-35,Jakarta
TRANS023191,CUST01416,7/5/2024,4160813,Beauty,E-Wallet,Female,26-35,Medan
TRANS023192,CUST01364,12/21/2024,1748271,Fashion,E-Wallet,Female,18-25,Jakarta
TRANS023193,CUST01349,12/20/2023,4728016,Beauty,E-Wallet,Female,26-35,Jakarta
TRANS023194,CUST01858,2/23/2024,67117,Fashion,E-Wallet,Female,26-35,Jakarta
TRANS023195,CUST00324,8/25/2024,1518084,Sport,E-Wallet,Male,26-35,Surabaya
TRANS023196,CUST00490,11/26/2024,4217155,Sport,E-Wallet,Female,26-35,Yogyakarta
TRANS023197,CUST01461,1/8/2023,1746479,Fashion,E-Wallet,Male,18-25,Denpasar
TRANS023198,CUST00448,6/29/2023,3762442,Sport,E-Wallet,Female,18-25,Yogyakarta
TRANS023199,CUST00496,5/9/2024,3971708,Home,Bank Transfer,Male,26-35,Medan
TRANS023200,CUST01197,7/16/2024,3469199,Home,Bank Transfer,Female,>50,Denpasar
TRANS023201,CUST01800,9/28/2023,2082810,Electronics,E-Wallet,Male,26-35,Bandung
TRANS023202,CUST00211,6/19/2023,1986617,Sport,Bank Transfer,Female,36-50,Medan
TRANS023203,CUST01150,8/30/2024,4421405,Electronics,E-Wallet,Female,26-35,Yogyakarta
TRANS023204,CUST01797,1/16/2024,624089,Beauty,Bank Transfer,Female,26-35,Denpasar
TRANS023205,CUST01048,4/25/2023,462636,Electronics,Bank Transfer,Male,26-35,Surabaya
TRANS023206,CUST00421,8/14/2024,2883816,Home,Bank Transfer,Female,18-25,Jakarta
TRANS023207,CUST01331,7/11/2023,3090449,Beauty,E-Wallet,Female,26-35,Bandung
TRANS023208,CUST01623,1/15/2024,4593749,Electronics,E-Wallet,Female,18-25,Jakarta
TRANS023209,CUST01804,1/16/2023,2867294,Home,Bank Transfer,Male,>50,Yogyakarta
TRANS023210,CUST00104,10/13/2023,800937,Beauty,Bank Transfer,Female,26-35,Medan
TRANS023211,CUST01240,2/1/2024,335261,Home,Credit Card,Male,26-35,Bandung
TRANS023212,CUST01349,9/19/2023,4398884,Electronics,E-Wallet,Female,26-35,Jakarta
TRANS023213,CUST00704,9/15/2024,2708471,Beauty,Credit Card,Male,18-25,Medan
TRANS023214,CUST00064,1/11/2023,1617647,Beauty,E-Wallet,Male,26-35,Medan
TRANS023215,CUST01405,4/2/2024,2631406,Home,E-Wallet,Female,36-50,Yogyakarta
TRANS023216,CUST01982,12/22/2023,714067,Beauty,Bank Transfer,Female,36-50,Denpasar
TRANS023217,CUST01697,6/5/2024,2916595,Sport,Bank Transfer,Male,>50,Denpasar
TRANS023218,CUST00789,1/13/2023,3540800,Home,Bank Transfer,Female,>50,Jakarta
TRANS023219,CUST00770,1/25/2024,3716428,Sport,Bank Transfer,Female,26-35,Medan
TRANS023220,CUST00486,1/20/2023,3407819,Sport,Credit Card,Female,>50,Surabaya
TRANS023221,CUST00464,1/25/2023,2361611,Sport,Bank Transfer,Female,26-35,Medan
TRANS023222,CUST00989,10/24/2024,4475655,Sport,Bank Transfer,Male,36-50,Bandung
TRANS023223,CUST00305,6/8/2024,1704567,Electronics,E-Wallet,Female,>50,Medan
TRANS023224,CUST01296,2/25/2024,2041878,Home,E-Wallet,Male,18-25,Yogyakarta
TRANS023225,CUST00395,2/18/2024,1046240,Beauty,Bank Transfer,Male,36-50,Bandung
TRANS023226,CUST01300,7/5/2024,3304480,Electronics,Credit Card,Female,36-50,Surabaya
TRANS023227,CUST00578,1/27/2024,4205961,Electronics,Bank Transfer,Female,26-35,Medan
TRANS023228,CUST00323,2/9/2024,1159906,Electronics,E-Wallet,Female,26-35,Bandung
TRANS023229,CUST01780,2/15/2023,4335307,Beauty,Bank Transfer,Female,36-50,Medan
TRANS023230,CUST01695,11/12/2023,2182442,Sport,Bank Transfer,Male,26-35,Surabaya
TRANS023231,CUST01011,4/2/2024,1743385,Home,E-Wallet,Male,26-35,Yogyakarta
TRANS023232,CUST01815,12/30/2024,4854463,Sport,E-Wallet,Male,18-25,Jakarta
TRANS023233,CUST00689,9/17/2024,3839378,Electronics,Bank Transfer,Female,26-35,Bandung
TRANS023234,CUST01489,10/26/2024,4327106,Fashion,Bank Transfer,Male,18-25,Medan
TRANS023235,CUST00597,1/19/2023,926315,Sport,Credit Card,Female,18-25,Denpasar
TRANS023236,CUST01950,9/3/2024,1289045,Home,Bank Transfer,Male,18-25,Bandung
TRANS023237,CUST01187,9/28/2024,1848459,Sport,Credit Card,Female,26-35,Surabaya
TRANS023238,CUST00193,1/26/2023,4621990,Beauty,E-Wallet,Female,26-35,Medan
TRANS023239,CUST01860,12/10/2023,3847515,Sport,Credit Card,Female,36-50,Bandung
TRANS023240,CUST00702,3/19/2023,1312267,Fashion,Bank Transfer,Male,>50,Bandung
TRANS023241,CUST00339,4/13/2023,1471302,Sport,Credit Card,Female,18-25,Jakarta
TRANS023242,CUST01928,5/13/2023,660180,Beauty,Bank Transfer,Female,26-35,Bandung
TRANS023243,CUST01431,2/28/2023,1311513,Sport,E-Wallet,Female,26-35,Yogyakarta
TRANS023244,CUST00599,11/19/2023,1602527,Beauty,E-Wallet,Male,18-25,Jakarta
TRANS023245,CUST00412,11/24/2023,4455433,Electronics,Bank Transfer,Female,18-25,Jakarta
TRANS023246,CUST01392,2/17/2024,2527255,Home,E-Wallet,Male,36-50,Surabaya
TRANS023247,CUST01346,11/17/2024,802301,Home,E-Wallet,Male,36-50,Jakarta
TRANS023248,CUST01209,10/12/2023,2756016,Fashion,Credit Card,Male,26-35,Medan
TRANS023249,CUST00397,2/24/2024,4974388,Home,E-Wallet,Female,18-25,Denpasar
TRANS023250,CUST00179,7/4/2024,1892033,Beauty,Bank Transfer,Female,26-35,Surabaya
TRANS023251,CUST01429,9/13/2023,4078560,Beauty,Credit Card,Female,36-50,Surabaya
TRANS023252,CUST00044,4/26/2024,2759516,Beauty,Credit Card,Female,18-25,Yogyakarta
TRANS023253,CUST00539,10/16/2023,1260505,Beauty,E-Wallet,Female,36-50,Surabaya
TRANS023254,CUST00308,5/6/2023,4503907,Sport,Credit Card,Male,26-35,Bandung
TRANS023255,CUST01080,3/12/2024,4230650,Home,E-Wallet,Female,>50,Jakarta
TRANS023256,CUST00060,9/20/2024,4130432,Sport,Credit Card,Male,26-35,Surabaya
TRANS023257,CUST00922,5/4/2024,3522377,Beauty,Bank Transfer,Female,36-50,Yogyakarta
TRANS023258,CUST01718,10/1/2024,1500894,Electronics,Credit Card,Female,18-25,Surabaya
TRANS023259,CUST01569,10/25/2024,1919416,Electronics,Bank Transfer,Female,36-50,Bandung
TRANS023260,CUST01084,10/12/2024,2318914,Electronics,Bank Transfer,Female,26-35,Surabaya
TRANS023261,CUST00431,3/13/2023,3361924,Fashion,Bank Transfer,Male,26-35,Yogyakarta
TRANS023262,CUST01898,10/28/2024,4807233,Home,Bank Transfer,Male,36-50,Bandung
TRANS023263,CUST01209,12/27/2024,2390105,Sport,E-Wallet,Male,26-35,Medan
TRANS023264,CUST00611,7/29/2023,961479,Fashion,Credit Card,Male,36-50,Yogyakarta
TRANS023265,CUST00525,2/1/2024,4534260,Home,Credit Card,Female,36-50,Yogyakarta
TRANS023266,CUST00866,2/17/2024,2296540,Beauty,Bank Transfer,Female,26-35,Surabaya
TRANS023267,CUST01419,2/3/2023,2000563,Sport,Bank Transfer,Female,18-25,Denpasar
TRANS023268,CUST01083,1/29/2023,1663154,Fashion,Bank Transfer,Male,18-25,Medan
TRANS023269,CUST01953,9/14/2024,2350014,Sport,Credit Card,Female,>50,Jakarta
TRANS023270,CUST01160,3/20/2023,4004574,Fashion,E-Wallet,Male,18-25,Surabaya
TRANS023271,CUST01321,2/6/2023,1682880,Fashion,Credit Card,Male,26-35,Surabaya
TRANS023272,CUST01751,1/16/2023,448327,Fashion,E-Wallet,Female,36-50,Medan
TRANS023273,CUST00817,10/17/2023,4922328,Electronics,Credit Card,Female,26-35,Medan
TRANS023274,CUST00122,8/19/2024,568312,Beauty,E-Wallet,Female,26-35,Medan
TRANS023275,CUST01879,1/14/2024,3869037,Sport,Bank Transfer,Male,26-35,Jakarta
TRANS023276,CUST00862,11/24/2024,3089140,Beauty,E-Wallet,Female,18-25,Bandung
TRANS023277,CUST00619,5/13/2024,4736866,Fashion,Bank Transfer,Female,36-50,Yogyakarta
TRANS023278,CUST00274,10/2/2024,2214292,Sport,E-Wallet,Female,26-35,Denpasar
TRANS023279,CUST00553,6/4/2023,2367734,Electronics,E-Wallet,Female,36-50,Bandung
TRANS023280,CUST01017,9/22/2023,4754000,Home,Bank Transfer,Male,36-50,Denpasar
TRANS023281,CUST00575,1/5/2024,2097409,Electronics,Credit Card,Female,18-25,Denpasar
TRANS023282,CUST01286,8/15/2023,4756164,Home,Credit Card,Female,18-25,Jakarta
TRANS023283,CUST00398,9/13/2024,4327132,Sport,Credit Card,Male,18-25,Yogyakarta
TRANS023284,CUST00725,11/11/2024,477839,Home,Bank Transfer,Female,26-35,Bandung
TRANS023285,CUST01796,9/15/2023,2313713,Home,E-Wallet,Male,26-35,Jakarta
TRANS023286,CUST00684,2/17/2024,1260952,Home,Bank Transfer,Female,26-35,Surabaya
TRANS023287,CUST00507,10/29/2024,2913156,Fashion,Bank Transfer,Female,36-50,Jakarta
TRANS023288,CUST00965,9/4/2023,852306,Sport,E-Wallet,Male,36-50,Denpasar
TRANS023289,CUST01334,1/25/2024,1740981,Home,E-Wallet,Female,18-25,Medan
TRANS023290,CUST01083,1/18/2023,3301739,Sport,E-Wallet,Male,18-25,Medan
TRANS023291,CUST00551,11/5/2023,4966389,Sport,Credit Card,Female,26-35,Yogyakarta
TRANS023292,CUST00599,7/5/2023,2514664,Sport,Bank Transfer,Male,18-25,Jakarta
TRANS023293,CUST01410,2/26/2024,4203759,Beauty,Bank Transfer,Female,18-25,Bandung
TRANS023294,CUST00326,2/8/2023,2976086,Sport,E-Wallet,Female,>50,Bandung
TRANS023295,CUST00970,11/28/2023,3002505,Beauty,E-Wallet,Female,26-35,Bandung
TRANS023296,CUST01728,11/7/2024,1054295,Beauty,Bank Transfer,Female,18-25,Surabaya
TRANS023297,CUST00136,12/18/2024,4029340,Sport,Credit Card,Male,36-50,Yogyakarta
TRANS023298,CUST01454,6/26/2024,678843,Sport,Credit Card,Female,26-35,Denpasar
TRANS023299,CUST01647,2/18/2024,142198,Sport,Credit Card,Male,26-35,Medan
TRANS023300,CUST00400,6/17/2023,2532635,Sport,Bank Transfer,Female,26-35,Medan
TRANS023301,CUST00145,3/6/2023,2680461,Home,Bank Transfer,Male,26-35,Yogyakarta
TRANS023302,CUST01380,11/7/2024,3423245,Fashion,Credit Card,Female,26-35,Bandung
TRANS023303,CUST00597,1/24/2023,4953732,Electronics,E-Wallet,Female,18-25,Denpasar
TRANS023304,CUST00562,12/12/2023,1067873,Fashion,E-Wallet,Male,36-50,Medan
TRANS023305,CUST01420,1/3/2023,1341230,Beauty,Bank Transfer,Female,18-25,Yogyakarta
TRANS023306,CUST00860,12/23/2023,1002049,Home,E-Wallet,Male,18-25,Denpasar
TRANS023307,CUST01355,3/22/2023,317792,Beauty,Credit Card,Female,18-25,Denpasar
TRANS023308,CUST01745,3/5/2024,2535249,Home,E-Wallet,Male,18-25,Surabaya
TRANS023309,CUST01638,6/12/2024,2322811,Sport,E-Wallet,Male,18-25,Surabaya
TRANS023310,CUST01883,1/17/2023,568406,Home,Credit Card,Female,>50,Yogyakarta
TRANS023311,CUST01885,1/15/2024,2123544,Home,Bank Transfer,Male,36-50,Yogyakarta
TRANS023312,CUST00278,5/7/2024,2952509,Home,Credit Card,Female,26-35,Bandung
TRANS023313,CUST00449,11/24/2024,2076883,Electronics,Bank Transfer,Male,18-25,Surabaya
TRANS023314,CUST00389,2/28/2023,1152143,Sport,E-Wallet,Female,36-50,Denpasar
TRANS023315,CUST01711,5/3/2024,2596744,Home,E-Wallet,Male,18-25,Surabaya
TRANS023316,CUST00801,3/24/2023,3783563,Home,E-Wallet,Female,36-50,Bandung
TRANS023317,CUST00369,1/19/2024,885773,Sport,Bank Transfer,Male,26-35,Bandung
